CameraMaker,CameraModel,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Acer,CE-5330,5.75,4.32,2579,1939
Acer,CE-5430,5.75,4.32,2579,1939
Acer,CE-6430,5.75,4.32,2909,2187
Acer,CI-6330,7.11,5.33,2862,2152
Acer,CI-6530,7.11,5.33,2871,2159
Acer,CI-8330,7.11,5.33,3310,2489
Acer,CL-5300,5.75,4.32,2579,1939
Acer,CP-8531,7.11,5.33,3272,2460
Acer,CP-8660,7.11,5.33,3302,2483
Acer,CR-5130,7.11,5.33,2579,1939
Acer,CR-6530,7.11,5.33,2894,2176
Acer,CR-8530,7.11,5.33,3272,2460
Acer,CS-5530,5.75,4.32,2579,1939
Acer,CS-5531,5.75,4.32,2579,1939
Acer,CS-6530,5.75,4.32,2862,2152
Acer,CS-6531,5.75,4.32,2862,2152
Acer,CU-6530,5.75,4.32,2862,2152
AgfaPhoto,Compact 100,5.75,4.32,3647,2742
AgfaPhoto,Compact 102,6.16,4.62,3995,3004
AgfaPhoto,Compact 103,6.08,4.56,3995,3004
AgfaPhoto,DC-1030i,7.11,5.33,3647,2742
AgfaPhoto,DC-1033m,5.75,4.32,3647,2742
AgfaPhoto,DC-1033x,7.11,5.33,3647,2742
AgfaPhoto,DC-1338i,7.11,5.33,3647,2742
AgfaPhoto,DC-1338sT,7.11,5.33,3647,2742
AgfaPhoto,DC-2030m,6.16,4.62,3995,3004
AgfaPhoto,DC-302,4.8,3.6,1998,1502
AgfaPhoto,DC-500,4.8,3.6,2579,1939
AgfaPhoto,DC-530i,5.75,4.32,2579,1939
AgfaPhoto,DC-533,5.75,4.32,2579,1939
AgfaPhoto,DC-600uw,6.16,4.62,2825,2124
AgfaPhoto,DC-630,5.75,4.32,2825,2124
AgfaPhoto,DC-630i,5.75,4.32,2825,2124
AgfaPhoto,DC-630x,5.75,4.32,2825,2124
AgfaPhoto,DC-633x,5.75,4.32,2825,2124
AgfaPhoto,DC-633xs,5.75,4.32,2825,2124
AgfaPhoto,DC-730i,5.75,4.32,3051,2294
AgfaPhoto,DC-733i,5.75,4.32,3051,2294
AgfaPhoto,DC-733s,5.75,4.32,3051,2294
AgfaPhoto,DC-735,5.75,4.32,3051,2294
AgfaPhoto,DC-735i,5.75,4.32,3051,2294
AgfaPhoto,DC-738i,5.75,4.32,3051,2294
AgfaPhoto,DC-830,5.75,4.32,3262,2453
AgfaPhoto,DC-830i,7.11,5.33,3262,2453
AgfaPhoto,DC-8330i,5.75,4.32,3262,2453
AgfaPhoto,DC-8338i,5.75,4.32,3262,2453
AgfaPhoto,DC-833m,5.75,4.32,3262,2453
AgfaPhoto,DC-8428s,7.11,5.33,3262,2453
AgfaPhoto,ePhoto 1280,6.16,4.62,964,725
AgfaPhoto,ePhoto 1680,6.16,4.62,1264,950
AgfaPhoto,ePhoto CL18,6.16,4.62,632,475
AgfaPhoto,ePhoto CL30,6.16,4.62,1095,823
AgfaPhoto,ePhoto CL30 Clik!,6.16,4.62,1095,823
AgfaPhoto,ePhoto CL45,6.16,4.62,1589,1195
AgfaPhoto,ePhoto CL50,6.16,4.62,1264,950
AgfaPhoto,Optima 1,6.08,4.56,3995,3004
AgfaPhoto,Optima 100,6.08,4.56,3647,2742
AgfaPhoto,Optima 102,6.08,4.56,3995,3004
AgfaPhoto,Optima 103,6.16,4.62,3995,3004
AgfaPhoto,Optima 104,6.08,4.56,3995,3004
AgfaPhoto,Optima 105,6.16,4.62,4315,3244
AgfaPhoto,Optima 1338mT,6.16,4.62,3647,2742
AgfaPhoto,Optima 1438m,6.08,4.56,3647,2742
AgfaPhoto,Optima 3,6.16,4.62,4315,3244
AgfaPhoto,Optima 830UW,5.75,4.32,3262,2453
AgfaPhoto,Optima 8328m,5.75,4.32,3262,2453
AgfaPhoto,sensor 505-D,5.75,4.32,2579,1939
AgfaPhoto,sensor 505-X,5.75,4.32,2579,1939
AgfaPhoto,sensor 530s,5.75,4.32,2579,1939
AgfaPhoto,sensor 830s,5.75,4.32,3262,2453
Apple,iPhone 4,4.54,3.42,2592,1936
Apple,iPhone 4S,4.54,3.42,3264,2448
Apple,iPhone 5,4.54,3.42,3264,2448
Apple,iPhone 5S,4.89,3.67,3264,2448
Apple,iPhone 6,4.89,3.67,3264,2448
Apple,iPhone 6 Plus,4.89,3.67,3264,2448
BenQ,AC100,6.16,4.62,4315,3244
BenQ,AE100,6.16,4.62,4315,3244
BenQ,C1420,6.08,4.56,4315,3244
BenQ,DC 2300,4.5,3.37,1604,1197
BenQ,DC 2410,5.33,4,2044,1537
BenQ,DC 3400,4.5,3.37,1637,1222
BenQ,DC 3410,4.5,3.37,1678,1252
BenQ,DC 4330,5.75,4.32,2095,1575
BenQ,DC 4500,5.75,4.32,2306,1734
BenQ,DC 5330,5.75,4.32,2044,1537
BenQ,DC C1000,7.11,5.33,3647,2742
BenQ,DC C1020,6.16,4.62,3647,2742
BenQ,DC C1030 Eco,6.16,4.62,3647,2742
BenQ,DC C1035,6.16,4.62,3647,2742
BenQ,DC C1050,7.53,5.64,3661,2732
BenQ,DC C1060,6.16,4.62,3647,2742
BenQ,DC C1220,6.16,4.62,3995,3004
BenQ,DC C1230,6.16,4.62,3995,3004
BenQ,DC C1250,6.16,4.62,3995,3004
BenQ,DC C1255,6.16,4.62,3995,3004
BenQ,DC C1430,6.16,4.62,4315,3244
BenQ,DC C1450,6.16,4.62,4315,3244
BenQ,DC C1460,6.08,4.56,4315,3244
BenQ,DC C1480,6.16,4.62,4315,3244
BenQ,DC C30,5.75,4.32,2108,1585
BenQ,DC C35,5.75,4.32,2067,1554
BenQ,DC C40,5.75,4.32,2374,1785
BenQ,DC C420,5.75,4.32,2306,1734
BenQ,DC C50,7.11,5.33,2579,1939
BenQ,DC C500,5.75,4.32,2579,1939
BenQ,DC C51,5.75,4.32,2579,1939
BenQ,DC C510,5.75,4.32,2579,1939
BenQ,DC C520,5.75,4.32,2579,1939
BenQ,DC C530,5.75,4.32,2579,1939
BenQ,DC C540,5.75,4.32,2579,1939
BenQ,DC C60,7.11,5.33,2909,2187
BenQ,DC C610,5.75,4.32,2825,2124
BenQ,DC C62,7.11,5.33,2910,2188
BenQ,DC C630,5.75,4.32,2825,2124
BenQ,DC C640,7.53,5.64,2835,2116
BenQ,DC C740,5.75,4.32,3051,2294
BenQ,DC C740i,5.75,4.32,3051,2294
BenQ,DC C750,5.75,4.32,3051,2294
BenQ,DC C800,7.11,5.33,3262,2453
BenQ,DC C840,5.75,4.32,3262,2453
BenQ,DC C850,5.75,4.32,3262,2453
BenQ,DC E1000,7.11,5.33,3647,2742
BenQ,DC E1020,6.16,4.62,3647,2742
BenQ,DC E1030,6.16,4.62,3647,2742
BenQ,DC E1035,6.16,4.62,3647,2742
BenQ,DC E1050,7.53,5.64,3661,2732
BenQ,DC E1050t,6.16,4.62,3647,2742
BenQ,DC E1220,6.16,4.62,3995,3004
BenQ,DC E1230,6.16,4.62,3995,3004
BenQ,DC E1240,6.16,4.62,3995,3004
BenQ,DC E1250,6.16,4.62,3995,3004
BenQ,DC E1260,6.16,4.62,3995,3004
BenQ,DC E1280,6.16,4.62,3995,3004
BenQ,DC E1420,6.16,4.62,4315,3244
BenQ,DC E1430,6.16,4.62,4315,3244
BenQ,DC E1460,6.16,4.62,4315,3244
BenQ,DC E1465,6.16,4.62,4315,3244
BenQ,DC E30,6.4,4.8,2044,1537
BenQ,DC E300,6.4,4.8,2044,1537
BenQ,DC E310,6.4,4.8,2063,1551
BenQ,DC E40,5.75,4.32,2371,1783
BenQ,DC E41,5.75,4.32,2371,1783
BenQ,DC E43,5.75,4.32,2363,1777
BenQ,DC E510,5.75,4.32,2579,1939
BenQ,DC E520,5.75,4.32,2579,1939
BenQ,DC E520 plus,5.75,4.32,2558,1923
BenQ,DC E53,5.75,4.32,2629,1977
BenQ,DC E600,5.75,4.32,2825,2124
BenQ,DC E605,5.75,4.32,2825,2124
BenQ,DC E610,5.75,4.32,2849,2142
BenQ,DC E63 Plus,5.75,4.32,2825,2124
BenQ,DC E720,5.75,4.32,3051,2294
BenQ,DC E800,5.75,4.32,3282,2468
BenQ,DC E820,5.75,4.32,3262,2453
BenQ,DC L1020,6.16,4.62,3647,2742
BenQ,DC P1410,6.16,4.62,4315,3244
BenQ,DC P500,5.75,4.32,2579,1939
BenQ,DC P860,7.11,5.33,3262,2453
BenQ,DC S1430,6.08,4.56,4315,3244
BenQ,DC S30,5.33,4,2108,1585
BenQ,DC S40,5.75,4.32,2374,1785
BenQ,DC T1260,6.16,4.62,3995,3004
BenQ,DC T700,5.75,4.32,3051,2294
BenQ,DC T800,6.03,4.52,3262,2453
BenQ,DC T850,5.75,4.32,3262,2453
BenQ,DC W1220,6.16,4.62,3995,3004
BenQ,DC X600,5.75,4.32,2909,2187
BenQ,DC X710,5.75,4.32,3051,2294
BenQ,DC X720,5.75,4.32,3095,2327
BenQ,DC X725,5.75,4.32,3095,2327
BenQ,DC X735,5.75,4.32,3095,2327
BenQ,DC X800,5.75,4.32,3262,2453
BenQ,DC X835,5.75,4.32,3262,2453
BenQ,E1480,6.16,4.62,4315,3244
BenQ,G1,6.16,4.62,4315,3244
BenQ,GH200,6.16,4.62,4330,3256
BenQ,GH600,6.16,4.62,4612,3468
BenQ,GH700,6.16,4.62,4612,3468
BenQ,LM100,6.16,4.62,4315,3244
BenQ,S1410,6.08,4.56,4315,3244
BenQ,S1420,6.16,4.62,4315,3244
BenQ,T1460,6.16,4.62,4315,3244
Canon,Digital IXUS,5.33,4,1676,1260
Canon,Digital IXUS 100 IS,6.16,4.62,4011,3016
Canon,Digital IXUS 110 IS,6.16,4.62,4011,3016
Canon,Digital IXUS 120 IS,6.17,,,
Canon,Digital IXUS 200 IS,6.16,4.62,4011,3016
Canon,Digital IXUS 300,5.33,4,1676,1260
Canon,Digital IXUS 330,5.33,4,1676,1260
Canon,Digital IXUS 40,5.75,4.32,2306,1734
Canon,Digital IXUS 400,7.11,5.33,2335,1756
Canon,Digital IXUS 430,7.11,5.33,2306,1734
Canon,Digital IXUS 50,5.75,4.32,2579,1939
Canon,Digital IXUS 500,7.11,5.33,2579,1939
Canon,Digital IXUS 60,5.75,4.32,2825,2124
Canon,Digital IXUS 65,5.75,4.32,2825,2124
Canon,Digital IXUS 80 IS,5.75,4.32,3051,2294
Canon,Digital IXUS 800 IS,5.75,4.32,2825,2124
Canon,Digital IXUS 85 IS,6.16,4.62,3647,2742
Canon,Digital IXUS 850 IS,5.75,4.32,3072,2310
Canon,Digital IXUS 860 IS,5.75,4.32,3262,2453
Canon,Digital IXUS 870 IS,6.16,4.62,3647,2742
Canon,Digital IXUS 90 IS,6.16,4.62,3647,2742
Canon,Digital IXUS 900 Ti,7.11,5.33,3647,2742
Canon,Digital IXUS 95 IS,6.16,4.62,3647,2742
Canon,Digital IXUS 950 IS,5.75,4.32,3262,2453
Canon,Digital IXUS 960 IS,7.53,5.64,4027,3005
Canon,Digital IXUS 970 IS,6.16,4.62,3647,2742
Canon,Digital IXUS 980 IS,7.53,5.64,4438,3312
Canon,Digital IXUS 990 IS,6.16,4.62,4011,3016
Canon,Digital IXUS i,5.75,4.32,2335,1756
Canon,Digital IXUS i Zoom,5.75,4.32,2579,1939
Canon,Digital IXUS i7,5.75,4.32,3072,2310
Canon,Digital IXUS II,5.33,4,2108,1585
Canon,Digital IXUS IIs,5.33,4,2063,1551
Canon,Digital IXUS V,5.33,4,1589,1195
Canon,Digital IXUS v2,5.33,4,1676,1260
Canon,Digital IXUS v3,5.33,4,2108,1585
Canon,ELPH 135 / IXUS 145,6.16,4.62,4612,3468
Canon,ELPH 140 IS / IXUS 150,6.16,4.62,4612,3468
Canon,ELPH 150 IS / IXUS 155,6.16,4.62,5158,3878
Canon,EOS 1000D,22.2,14.8,3893,2595
Canon,EOS 10D,22.7,15.1,3074,2049
Canon,EOS 20D,22.5,15,3507,2338
Canon,EOS 20Da,22.5,15,3507,2338
Canon,EOS 300D,22.7,15.1,3074,2049
Canon,EOS 30D,22.5,15,3506,2337
Canon,EOS 350D,22.2,14.8,3464,2309
Canon,EOS 400D,22.2,14.8,3893,2595
Canon,EOS 40D,22.2,14.8,3893,2595
Canon,EOS 450D,22.2,14.8,4278,2852
Canon,EOS 500D,22.3,14.9,4760,3173
Canon,EOS 50D,22.3,14.9,4760,3173
Canon,EOS 5D,35.8,23.8,4365,2910
Canon,EOS 5D Mark II,36,24,5613,3742
Canon,EOS 5D Mark III,36,24,5784,3856
Canon,EOS 5D Mark IV,36,24,6720,4480
Canon,EOS 60D,22.3,14.9,5196,3464
Canon,EOS 60Da,22.3,14.9,5196,3464
Canon,EOS 6D,35.8,23.9,5505,3670
Canon,EOS 70D,22.5,15,5505,3670
Canon,EOS 7D,22.3,14.9,5196,3464
Canon,EOS 7D Mark II,22.4,15,5486,3682
Canon,EOS D30,22.7,15.1,2157,1438
Canon,EOS D60,22.7,15.1,3074,2049
Canon,EOS M,22.3,14.9,5196,3464
Canon,EOS Rebel SL1 / 100D,22.3,14.9,5196,3464
Canon,EOS Rebel T1i / 500D,22.3,14.9,4752,3168
Canon,EOS Rebel T2i / Kiss X4 / 550D,22.3,14.9,5196,3464
Canon,EOS Rebel T3 / 1100D,22.2,14.8,4278,2852
Canon,EOS Rebel T3i / 600D,22.3,14.9,5196,3464
Canon,EOS Rebel T4i / 650D,22.3,14.9,5196,3464
Canon,EOS Rebel T5 / 1200D,22.3,14.9,5196,3464
Canon,EOS Rebel T5i / 700D,22.3,14.9,5196,3464
Canon,EOS-1D,28.7,19.1,2480,1653
Canon,EOS-1D C,36,24,5211,3474
Canon,EOS-1D Mark II,28.7,19.1,3507,2338
Canon,EOS-1D Mark II N,28.7,19.1,3507,2338
Canon,EOS-1D Mark III,28.7,18.7,3931,2569
Canon,EOS-1D Mark IV,27.9,18.6,4914,3276
Canon,EOS-1D X,36,24,5211,3474
Canon,EOS-1Ds,35.8,23.8,4062,2708
Canon,EOS-1Ds Mark II,36,24,5006,3337
Canon,EOS-1Ds Mark III,36,24,5627,3751
Canon,IXUS 1000 HS,6.16,4.62,3647,2742
Canon,IXUS 105,6.16,4.62,4011,3016
Canon,IXUS 1100 HS,6.16,4.62,4011,3016
Canon,IXUS 115 HS,6.16,4.62,4011,3016
Canon,IXUS 125 HS,6.16,4.62,4627,3479
Canon,IXUS 130,6.16,4.62,4330,3256
Canon,IXUS 132,6.16,4.62,4612,3468
Canon,IXUS 210,6.16,4.62,4330,3256
Canon,IXUS 220 HS,6.16,4.62,4011,3016
Canon,IXUS 230 HS,6.16,4.62,4011,3016
Canon,IXUS 240 HS,6.16,4.62,4627,3479
Canon,IXUS 300 HS,6.16,4.62,3647,2742
Canon,IXUS 310 HS,6.16,4.62,4011,3016
Canon,IXUS 500 HS,6.16,4.62,3665,2756
Canon,IXUS 510 HS,6.16,4.62,3665,2756
Canon,PowerShot 350,4.8,3.6,632,475
Canon,PowerShot 600,4.8,3.6,815,613
Canon,Powershot A10,5.33,4,1264,950
Canon,Powershot A100,4.5,3.37,1268,946
Canon,PowerShot A1000 IS,6.16,4.62,3647,2742
Canon,Powershot A1100 IS,6.16,4.62,4011,3016
Canon,Powershot A1200,6.16,4.62,4011,3016
Canon,PowerShot A1300,6.16,4.62,4612,3468
Canon,PowerShot A1400,6.16,4.62,4612,3468
Canon,Powershot A20,5.33,4,1589,1195
Canon,Powershot A200,4.5,3.37,1596,1191
Canon,PowerShot A2000 IS,6.16,4.62,3647,2742
Canon,Powershot A2100 IS,6.16,4.62,4011,3016
Canon,Powershot A2200,6.16,4.62,4330,3256
Canon,PowerShot A2300,6.16,4.62,4612,3468
Canon,PowerShot A2400 IS,6.16,4.62,4612,3468
Canon,PowerShot A2500,6.16,4.62,4612,3468
Canon,PowerShot A2600,6.16,4.62,4612,3468
Canon,Powershot A30,5.33,4,1264,950
Canon,Powershot A300,5.33,4,2031,1527
Canon,Powershot A3000 IS,6.16,4.62,3647,2742
Canon,Powershot A310,5.33,4,2031,1527
Canon,Powershot A3100 IS,6.16,4.62,4011,3016
Canon,Powershot A3200 IS,6.16,4.62,4330,3256
Canon,Powershot A3300 IS,6.16,4.62,4612,3468
Canon,PowerShot A3400 IS,6.16,4.62,4612,3468
Canon,PowerShot A3500 IS,6.16,4.62,4612,3468
Canon,Powershot A40,5.33,4,1589,1195
Canon,PowerShot A400,4.5,3.37,2038,1521
Canon,PowerShot A4000 IS,6.16,4.62,4612,3468
Canon,Powershot A410,4.5,3.37,2070,1545
Canon,Powershot A420,4.8,3.6,2306,1734
Canon,PowerShot A430,4.8,3.6,2306,1734
Canon,PowerShot A450,4.8,3.6,2579,1939
Canon,PowerShot A460,4.8,3.6,2579,1939
Canon,PowerShot A470,5.75,4.32,3072,2310
Canon,PowerShot A480,6.16,4.62,3647,2742
Canon,PowerShot A490,6.16,4.62,3647,2742
Canon,PowerShot A495,6.16,4.62,3647,2742
Canon,PowerShot A5,4.8,3.6,964,725
Canon,PowerShot A5 Zoom,4.8,3.6,964,725
Canon,PowerShot A50,4.8,3.6,1264,950
Canon,Powershot A510,5.33,4,2031,1527
Canon,Powershot A520,5.75,4.32,2277,1712
Canon,PowerShot A530,5.75,4.32,2579,1939
Canon,Powershot A540,5.75,4.32,2825,2124
Canon,PowerShot A550,5.75,4.32,3072,2310
Canon,PowerShot A560,5.75,4.32,3072,2310
Canon,PowerShot A570 IS,5.75,4.32,3072,2310
Canon,PowerShot A580,5.75,4.32,3262,2453
Canon,PowerShot A590 IS,5.75,4.32,3262,2453
Canon,Powershot A60,5.33,4,1589,1195
Canon,Powershot A610,7.11,5.33,2579,1939
Canon,PowerShot A620,7.11,5.33,3072,2310
Canon,PowerShot A630,7.11,5.33,3262,2453
Canon,PowerShot A640,7.11,5.33,3647,2742
Canon,PowerShot A650 IS,7.53,5.64,4027,3005
Canon,Powershot A70,5.33,4,2031,1527
Canon,PowerShot A700,5.75,4.32,2825,2124
Canon,PowerShot A710 IS,5.75,4.32,3072,2310
Canon,PowerShot A720 IS,5.75,4.32,3262,2453
Canon,Powershot A75,5.33,4,2031,1527
Canon,Powershot A80,7.11,5.33,2277,1712
Canon,PowerShot A800,6.16,4.62,3647,2742
Canon,PowerShot A810,6.16,4.62,4612,3468
Canon,PowerShot A85,5.33,4,2306,1734
Canon,PowerShot A95,7.11,5.33,2579,1939
Canon,PowerShot D10,6.16,4.62,4011,3016
Canon,PowerShot D20,6.16,4.62,4011,3016
Canon,PowerShot D30,6.16,4.62,4011,3016
Canon,PowerShot E1,6.16,4.62,3647,2742
Canon,PowerShot ELPH 100 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 110 HS,6.16,4.62,4627,3479
Canon,PowerShot ELPH 115 IS,6.16,4.62,4612,3468
Canon,PowerShot ELPH 130 IS,6.16,4.62,4612,3468
Canon,PowerShot ELPH 300 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 310 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 320 HS,6.16,4.62,4627,3479
Canon,PowerShot ELPH 330 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 340 HS,6.16,4.62,4612,3468
Canon,PowerShot ELPH 500 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 510 HS,6.16,4.62,4011,3016
Canon,PowerShot ELPH 520 HS,6.16,4.62,3665,2756
Canon,PowerShot Elph 530 HS,6.16,4.62,3665,2756
Canon,Powershot G1,7.11,5.33,2031,1527
Canon,PowerShot G1 X,18.7,14,4378,3267
Canon,PowerShot G1 X Mark II,18.7,14,4142,3091
Canon,PowerShot G10,7.53,5.64,4438,3312
Canon,PowerShot G11,7.53,5.64,3661,2732
Canon,PowerShot G12,7.53,5.64,3661,2732
Canon,PowerShot G15,7.53,5.64,4027,3005
Canon,PowerShot G16,7.53,5.64,4027,3005
Canon,Powershot G2,7.11,5.33,2277,1712
Canon,Powershot G3,7.11,5.33,2277,1712
Canon,Powershot G5,7.11,5.33,2579,1939
Canon,PowerShot G6,7.11,5.33,3072,2310
Canon,PowerShot G7,7.11,5.33,3647,2742
Canon,PowerShot G7 X,13.2,8.8,5505,3670
Canon,PowerShot G9,7.53,5.64,4027,3005
Canon,PowerShot N,6.16,4.62,4011,3016
Canon,PowerShot N100,7.53,5.64,4027,3005
Canon,PowerShot N2,6.16,4.62,4627,3479
Canon,PowerShot Pro1,8.8,6.6,3262,2453
Canon,PowerShot Pro70,6.4,4.8,1412,1062
Canon,PowerShot Pro90 IS,7.11,5.33,1859,1398
Canon,Powershot S1 IS,5.33,4,2063,1551
Canon,Powershot S10,6.4,4.8,1589,1195
Canon,PowerShot S100,7.53,5.64,4027,3005
Canon,PowerShot S100 Digital IXUS,5.33,4,1589,1195
Canon,PowerShot S110,7.53,5.64,4027,3005
Canon,PowerShot S120,7.53,5.64,4027,3005
Canon,Powershot S2 IS,5.75,4.32,2579,1939
Canon,Powershot S20,7.11,5.33,2031,1527
Canon,PowerShot S200,5.33,4,1589,1195
Canon,PowerShot S230,5.33,4,2031,1527
Canon,PowerShot S3 IS,5.75,4.32,2825,2124
Canon,Powershot S30,7.11,5.33,2031,1527
Canon,PowerShot S300,5.33,4,1589,1195
Canon,PowerShot S330,5.33,4,1589,1195
Canon,Powershot S40,7.11,5.33,2277,1712
Canon,PowerShot S400,7.11,5.33,2277,1712
Canon,PowerShot S410,7.11,5.33,2277,1712
Canon,Powershot S45,7.11,5.33,2277,1712
Canon,PowerShot S5 IS,5.75,4.32,3262,2453
Canon,Powershot S50,7.11,5.33,2579,1939
Canon,PowerShot S500,7.11,5.33,2579,1939
Canon,PowerShot S60,7.11,5.33,2579,1939
Canon,PowerShot S70,7.11,5.33,3072,2310
Canon,Powershot S80,7.11,5.33,3262,2453
Canon,PowerShot S90,7.53,5.64,3661,2732
Canon,PowerShot S95,7.53,5.64,3661,2732
Canon,PowerShot SD10,5.75,4.32,2277,1712
Canon,PowerShot SD100,5.33,4,2031,1527
Canon,PowerShot SD1000,5.75,4.32,3072,2310
Canon,PowerShot SD110,5.33,4,2063,1551
Canon,PowerShot SD1100 IS,5.75,4.32,3262,2453
Canon,PowerShot SD1200 IS,6.16,4.62,3647,2742
Canon,PowerShot SD1300 IS,6.16,4.62,4011,3016
Canon,PowerShot SD1400 IS,6.16,4.62,4330,3256
Canon,PowerShot SD20,5.75,4.32,2579,1939
Canon,PowerShot SD200,5.75,4.32,2063,1551
Canon,PowerShot SD30,5.75,4.32,2579,1939
Canon,PowerShot SD300,5.75,4.32,2277,1712
Canon,PowerShot SD3500 IS,6.16,4.62,4330,3256
Canon,PowerShot SD40,5.75,4.32,3072,2310
Canon,PowerShot SD400,5.75,4.32,2579,1939
Canon,PowerShot SD4000 IS,6.16,4.62,3647,2742
Canon,PowerShot SD430 Wireless,5.75,4.32,2579,1939
Canon,PowerShot SD450,5.75,4.32,2579,1939
Canon,PowerShot SD4500 IS,6.16,4.62,3647,2742
Canon,PowerShot SD500,7.11,5.33,3072,2310
Canon,PowerShot SD550,7.11,5.33,3072,2310
Canon,PowerShot SD600,5.75,4.32,2825,2124
Canon,PowerShot SD630,5.75,4.32,2825,2124
Canon,PowerShot SD700 IS,5.75,4.32,2825,2124
Canon,PowerShot SD750,5.75,4.32,3072,2310
Canon,PowerShot SD770 IS,6.16,4.62,3647,2742
Canon,PowerShot SD780 IS,6.16,4.62,4011,3016
Canon,PowerShot SD790 IS,6.16,4.62,3647,2742
Canon,PowerShot SD800 IS,5.75,4.32,3072,2310
Canon,PowerShot SD850 IS,5.75,4.32,3262,2453
Canon,PowerShot SD870 IS,5.75,4.32,3262,2453
Canon,PowerShot SD880 IS,6.16,4.62,3647,2742
Canon,PowerShot SD890 IS,6.16,4.62,3647,2742
Canon,PowerShot SD900,7.11,5.33,3647,2742
Canon,PowerShot SD940 IS,6.16,4.62,4011,3016
Canon,PowerShot SD950 IS,7.53,5.64,4027,3005
Canon,PowerShot SD960 IS,6.16,4.62,4011,3016
Canon,PowerShot SD970 IS,6.16,4.62,4011,3016
Canon,PowerShot SD980 IS,6.16,4.62,4011,3016
Canon,PowerShot SD990 IS,7.53,5.64,4438,3312
Canon,PowerShot SX1 IS,6.16,4.62,3647,2742
Canon,PowerShot SX10 IS,6.16,4.62,3647,2742
Canon,PowerShot SX100 IS,5.75,4.32,3322,2498
Canon,PowerShot SX110 IS,6.16,4.62,3459,2601
Canon,PowerShot SX120 IS,5.75,4.32,3647,2742
Canon,PowerShot SX130 IS,6.16,4.62,3995,3004
Canon,PowerShot SX150 IS,6.16,4.62,4330,3256
Canon,PowerShot SX160 IS,6.16,4.62,4612,3468
Canon,PowerShot SX170 IS,6.16,4.62,4612,3468
Canon,PowerShot SX20 IS,6.16,4.62,4011,3016
Canon,PowerShot SX200 IS,6.16,4.62,4011,3016
Canon,PowerShot SX210 IS,6.16,4.62,4330,3256
Canon,PowerShot SX220 HS,6.16,4.62,4011,3016
Canon,PowerShot SX230 HS,6.16,4.62,4011,3016
Canon,PowerShot SX240 HS,6.16,4.62,4011,3016
Canon,PowerShot SX260 HS,6.16,4.62,4011,3016
Canon,PowerShot SX270 HS,6.16,4.62,4011,3016
Canon,PowerShot SX280 HS,6.16,4.62,4011,3016
Canon,PowerShot SX30 IS,6.16,4.62,4330,3256
Canon,PowerShot SX40 HS,6.16,4.62,4011,3016
Canon,PowerShot SX400 IS,6.16,4.62,4612,3468
Canon,PowerShot SX50 HS,6.16,4.62,4011,3016
Canon,PowerShot SX500 IS,6.16,4.62,4612,3468
Canon,PowerShot SX510 HS,6.16,4.62,4011,3016
Canon,PowerShot SX520 HS,6.16,4.62,4612,3468
Canon,PowerShot SX60 HS,6.16,4.62,4627,3479
Canon,PowerShot SX600 HS,6.16,4.62,4612,3468
Canon,PowerShot SX700 HS,6.16,4.62,4627,3479
Canon,PowerShot TX1,5.75,4.32,3072,2310
Canon,Pro90 IS,7.11,5.33,2108,1585
Canon,S200,7.53,5.64,3678,2745
Canon,SX220 HS,6.16,4.62,4011,3016
Casio,EX-FR10,6.16,4.62,4315,3244
Casio,EX-N1,6.16,4.62,4627,3479
Casio,EX-N10,6.16,4.62,4627,3479
Casio,EX-N20,6.16,4.62,4627,3479
Casio,EX-N5,6.16,4.62,4627,3479
Casio,EX-N50,6.16,4.62,4627,3479
Casio,EX-TR10,6.16,4.62,4011,3016
Casio,EX-TR15,6.16,4.62,4011,3016
Casio,EX-ZR400,6.16,4.62,4627,3479
Casio,EX-ZR700,6.16,4.62,4627,3479
Casio,EX-ZR800,6.16,4.62,4627,3479
Casio,EX-ZS30,6.16,4.62,5171,3888
Casio,EXILIM  EX-JE10,6.16,4.62,4627,3479
Casio,Exilim EX-10,7.53,5.64,4027,3005
Casio,Exilim EX-100,7.53,5.64,4027,3005
Casio,EXILIM EX-FC100,6.16,4.62,3479,2616
Casio,EXILIM EX-FC150,6.16,4.62,3665,2756
Casio,EXILIM EX-FC160s,6.16,4.62,3755,2823
Casio,EXILIM EX-FH100,6.16,4.62,3665,2756
Casio,EXILIM EX-FH150,6.16,4.62,3665,2756
Casio,EXILIM EX-FH20,6.16,4.62,3479,2616
Casio,EXILIM EX-FH25,6.16,4.62,3665,2756
Casio,EXILIM EX-FS10,6.16,4.62,3479,2616
Casio,EXILIM EX-G1,6.16,4.62,4011,3016
Casio,EXILIM EX-H10,6.16,4.62,4011,3016
Casio,EXILIM EX-H15,6.16,4.62,4330,3256
Casio,EXILIM EX-H20G,6.16,4.62,4330,3256
Casio,EXILIM EX-H30,6.16,4.62,4627,3479
Casio,EXILIM EX-H5,6.16,4.62,4011,3016
Casio,EXILIM EX-H50,6.16,4.62,4627,3479
Casio,EXILIM EX-JE10,6.16,,,
